"airline","flight","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"AirAsia","I5-556","Kolkata","Night","one","Morning","Hyderabad","Economy",13.75,40,3705
"GO_FIRST","G8-105","Delhi","Night","zero","Night","Kolkata","Economy",2.25,45,3999
"Air_India","AI-559","Hyderabad","Early_Morning","one","Night","Mumbai","Economy",15.08,32,4363
"Vistara","UK-811","Delhi","Early_Morning","zero","Morning","Bangalore","Business",2.75,34,32859
"Vistara","UK-975","Delhi","Early_Morning","one","Afternoon","Hyderabad","Economy",6.5,27,5549
"Air_India","AI-678","Delhi","Morning","one","Night","Hyderabad","Business",12.58,40,39321
"AirAsia","I5-736","Bangalore","Late_Night","one","Early_Morning","Mumbai","Economy",5.83,49,2203
"Vistara","UK-958","Mumbai","Afternoon","zero","Afternoon","Delhi","Economy",2.08,19,2339
"GO_FIRST","G8-1010","Delhi","Afternoon","one","Evening","Mumbai","Economy",5.83,25,5954
"Vistara","UK-824","Chennai","Night","one","Morning","Delhi","Business",14.5,28,60160
"Vistara","UK-960","Mumbai","Morning","one","Night","Chennai","Economy",8.33,10,15603
"Air_India","AI-808","Bangalore","Night","one","Afternoon","Mumbai","Economy",15.83,10,9277
"Vistara","UK-899","Delhi","Afternoon","zero","Evening","Hyderabad","Business",2.25,18,24056
"Air_India","AI-877","Delhi","Morning","one","Evening","Mumbai","Economy",6.42,13,11520
"Air_India","AI-402","Kolkata","Morning","one","Night","Mumbai","Business",11.17,20,50271
"Air_India","AI-868","Delhi","Evening","zero","Evening","Mumbai","Economy",2,29,2476
"Indigo","6E-638","Bangalore","Evening","one","Late_Night","Delhi","Economy",5.75,43,4071
"Vistara","UK-832","Chennai","Early_Morning","one","Night","Hyderabad","Business",16,5,80544
"Vistara","UK-834","Chennai","Evening","one","Morning","Hyderabad","Business",16.5,39,51457
"Air_India","AI-402","Kolkata","Morning","one","Night","Mumbai","Business",10.83,26,50271
"Indigo","6E-847","Chennai","Evening","one","Night","Hyderabad","Economy",4.92,44,1105
"Air_India","AI-770","Kolkata","Night","one","Morning","Hyderabad","Business",14,3,53183
"Air_India","AI-637","Mumbai","Evening","two_or_more","Morning","Bangalore","Economy",14.33,41,8332
"Vistara","UK-720","Kolkata","Early_Morning","one","Evening","Hyderabad","Business",9.83,37,52175
"Air_India","AI-9741","Kolkata","Early_Morning","two_or_more","Night","Mumbai","Economy",16.25,14,15719
"Indigo","6E-752","Hyderabad","Early_Morning","one","Morning","Chennai","Economy",3.25,30,4453
"Vistara","UK-940","Mumbai","Evening","one","Morning","Bangalore","Business",15.08,46,69168
"Air_India","AI-570","Mumbai","Early_Morning","one","Evening","Delhi","Business",14.5,16,50957
"Air_India","AI-440","Chennai","Early_Morning","one","Night","Mumbai","Economy",15.08,32,4672
"Vistara","UK-826","Chennai","Afternoon","one","Evening","Kolkata","Economy",28.33,39,7081
"Air_India","AI-698","Hyderabad","Night","one","Early_Morning","Chennai","Economy",9.08,16,5493
"SpiceJet","SG-4010","Chennai","Morning","one","Morning","Kolkata","Economy",24.17,27,4547
"Vistara","UK-818","Bangalore","Evening","one","Early_Morning","Mumbai","Business",12.25,28,74441
"Vistara","UK-823","Mumbai","Evening","one","Morning","Delhi","Business",16.08,48,51372
"Indigo","6E-524","Bangalore","Morning","one","Night","Kolkata","Economy",9.92,39,6548
"Air_India","AI-671","Mumbai","Morning","one","Morning","Delhi","Economy",23.83,25,4421
"Vistara","UK-826","Chennai","Afternoon","one","Evening","Delhi","Business",7.25,21,61392
"AirAsia","I5-588","Kolkata","Afternoon","one","Night","Mumbai","Economy",7.08,30,3379
"Air_India","AI-636","Delhi","Afternoon","one","Night","Hyderabad","Business",7.08,39,39321
"GO_FIRST","G8-153","Delhi","Morning","one","Afternoon","Kolkata","Economy",4.67,21,5954
"Vistara","UK-943","Delhi","Early_Morning","one","Evening","Bangalore","Business",11.75,9,64969
"Vistara","UK-830","Hyderabad","Morning","one","Night","Kolkata","Business",12.42,40,61899
"Air_India","AI-442","Mumbai","Afternoon","one","Evening","Delhi","Economy",3.75,47,2464
"Vistara","UK-810","Bangalore","Early_Morning","one","Night","Hyderabad","Economy",15.92,28,6133
"GO_FIRST","G8-286","Delhi","Morning","one","Night","Hyderabad","Economy",12.5,14,24121
"Air_India","AI-615","Mumbai","Early_Morning","one","Morning","Kolkata","Business",26.33,26,36980
"Vistara","UK-708","Kolkata","Night","one","Evening","Hyderabad","Business",20.58,9,52175
"Vistara","UK-874","Hyderabad","Morning","zero","Morning","Mumbai","Economy",1.5,28,3646
"Air_India","AI-543","Hyderabad","Morning","one","Late_Night","Bangalore","Business",12.83,26,56590
"Indigo","6E-2069","Hyderabad","Evening","zero","Evening","Delhi","Economy",2.33,49,4873
"Vistara","UK-985","Delhi","Evening","one","Early_Morning","Bangalore","Economy",12,43,4496
"Vistara","UK-852","Bangalore","Morning","one","Evening","Chennai","Economy",10.42,28,4672
"AirAsia","I5-1517","Hyderabad","Evening","one","Late_Night","Mumbai","Economy",10.25,39,2250
"Indigo","6E-841","Bangalore","Afternoon","one","Night","Kolkata","Economy",5.42,40,3393
"Indigo","6E-6344","Kolkata","Afternoon","one","Night","Delhi","Economy",5.67,24,6489
"Vistara","UK-738","Kolkata","Evening","one","Evening","Hyderabad","Business",25.17,8,52175
"Vistara","UK-838","Chennai","Night","one","Afternoon","Hyderabad","Economy",15.5,20,4086
"Air_India","AI-430","Chennai","Morning","zero","Afternoon","Delhi","Business",3.08,3,31721
"GO_FIRST","G8-334","Delhi","Early_Morning","one","Night","Chennai","Economy",14.33,35,4896
"Vistara","UK-737","Delhi","Afternoon","zero","Evening","Kolkata","Economy",2.17,49,4000
"Vistara","UK-824","Chennai","Night","one","Evening","Bangalore","Business",22.75,34,44144
"Indigo","6E-6137","Chennai","Morning","one","Afternoon","Delhi","Economy",5.83,20,6708
"GO_FIRST","G8-917","Chennai","Early_Morning","one","Night","Mumbai","Economy",12.92,45,8873
"Air_India","AI-573","Bangalore","Afternoon","one","Night","Mumbai","Business",31.25,4,56058
"Air_India","AI-543","Hyderabad","Morning","one","Evening","Chennai","Economy",7.67,25,4229
"Vistara","UK-778","Kolkata","Afternoon","one","Night","Bangalore","Economy",7.33,29,8111
"AirAsia","I5-1569","Mumbai","Night","one","Late_Night","Delhi","Economy",6.25,47,2336
"Vistara","UK-960","Mumbai","Morning","zero","Afternoon","Delhi","Business",2.17,25,34460
"Indigo","6E-6815","Chennai","Morning","one","Afternoon","Delhi","Economy",5.17,48,4594
"Vistara","UK-808","Bangalore","Early_Morning","one","Evening","Chennai","Economy",8.33,3,19984
"Air_India","AI-526","Kolkata","Evening","one","Morning","Bangalore","Economy",15.42,45,4683
"Vistara","UK-812","Bangalore","Morning","zero","Afternoon","Delhi","Economy",2.92,12,7489
"Vistara","UK-836","Chennai","Morning","one","Night","Hyderabad","Business",12.17,20,51457
"Vistara","UK-832","Chennai","Early_Morning","one","Evening","Mumbai","Economy",11.42,16,15164
"Vistara","UK-857","Mumbai","Night","one","Morning","Delhi","Business",12.67,46,53152
"Vistara","UK-955","Delhi","Evening","zero","Night","Mumbai","Economy",2.33,4,5955
"Vistara","UK-960","Mumbai","Morning","one","Evening","Hyderabad","Business",8,26,58125
"Air_India","AI-766","Chennai","Morning","one","Night","Delhi","Business",12.67,20,47585
"Air_India","AI-573","Bangalore","Afternoon","one","Night","Delhi","Business",7.92,42,45435
"GO_FIRST","G8-2508","Mumbai","Night","zero","Late_Night","Delhi","Economy",2.25,40,2339
"Indigo","6E-6128","Kolkata","Early_Morning","one","Afternoon","Hyderabad","Economy",7,25,5070
"Air_India","AI-765","Kolkata","Evening","one","Evening","Delhi","Business",26.58,15,48079
"Air_India","AI-687","Mumbai","Afternoon","one","Late_Night","Bangalore","Economy",8.17,41,6502
"Vistara","UK-774","Kolkata","Night","one","Morning","Bangalore","Business",14.17,14,52287
"Air_India","AI-502","Delhi","Afternoon","one","Early_Morning","Hyderabad","Business",18.33,8,44405
"Vistara","UK-776","Kolkata","Evening","one","Late_Night","Delhi","Business",7.33,26,53743
"Vistara","UK-988","Mumbai","Night","one","Morning","Chennai","Business",13,8,61933
"Indigo","6E-905","Hyderabad","Afternoon","one","Evening","Mumbai","Economy",6.92,43,5390
"Vistara","UK-832","Chennai","Early_Morning","one","Morning","Hyderabad","Economy",26.75,18,4086
"Vistara","UK-776","Kolkata","Evening","one","Afternoon","Delhi","Economy",19.08,39,9353
"GO_FIRST","G8-331","Mumbai","Morning","one","Night","Delhi","Economy",8.67,46,10400
"Indigo","6E-6513","Kolkata","Morning","one","Afternoon","Delhi","Economy",6.92,40,4439
"Vistara","UK-902","Mumbai","Afternoon","one","Night","Bangalore","Economy",7.58,28,6450
"Indigo","6E-285","Hyderabad","Evening","zero","Night","Bangalore","Economy",1.08,27,1776
"Air_India","AI-543","Hyderabad","Morning","one","Night","Mumbai","Business",10.25,24,45883
"GO_FIRST","G8-7536","Mumbai","Afternoon","one","Night","Hyderabad","Economy",9.33,37,3916
"Indigo","6E-5312","Mumbai","Morning","one","Evening","Chennai","Economy",6.92,19,4069
"Indigo","6E-2083","Delhi","Early_Morning","one","Morning","Kolkata","Economy",5.5,32,4002
"Indigo","6E-193","Chennai","Evening","one","Late_Night","Delhi","Economy",5.42,24,3783
"Air_India","AI-451","Delhi","Afternoon","one","Evening","Mumbai","Economy",25.92,41,6312
"Vistara","UK-816","Bangalore","Morning","one","Night","Mumbai","Economy",10.5,37,6568
"AirAsia","I5-319","Kolkata","Afternoon","two_or_more","Late_Night","Delhi","Economy",13.67,30,3014
"Air_India","AI-9518","Hyderabad","Night","one","Afternoon","Delhi","Economy",16.25,27,5708
"SpiceJet","SG-4417","Mumbai","Evening","one","Morning","Delhi","Economy",14.83,29,3512
"Air_India","AI-660","Mumbai","Evening","two_or_more","Afternoon","Bangalore","Economy",21.33,46,5929
"Vistara","UK-876","Hyderabad","Night","one","Night","Chennai","Economy",25.5,12,8641
"Air_India","AI-640","Bangalore","Early_Morning","one","Night","Hyderabad","Economy",14.83,22,3940
"Indigo","6E-939","Mumbai","Morning","one","Evening","Delhi","Economy",7.83,35,4578
"Vistara","UK-822","Chennai","Morning","one","Night","Delhi","Business",12.17,3,70049
"Vistara","UK-852","Bangalore","Morning","one","Night","Hyderabad","Economy",11.42,41,5322
"Air_India","AI-9843","Delhi","Early_Morning","one","Afternoon","Bangalore","Economy",6.75,8,10470
"Vistara","UK-845","Mumbai","Early_Morning","one","Afternoon","Delhi","Economy",6.67,39,6122
"SpiceJet","SG-3725","Bangalore","Morning","one","Evening","Delhi","Economy",6.25,46,7435
"Air_India","AI-402","Kolkata","Morning","one","Night","Hyderabad","Business",13.17,12,52063
"GO_FIRST","G8-125","Kolkata","Evening","zero","Night","Hyderabad","Economy",2.17,31,2821
"Vistara","UK-858","Bangalore","Early_Morning","one","Evening","Kolkata","Business",10.17,27,51817
"SpiceJet","SG-958","Delhi","Evening","zero","Night","Hyderabad","Economy",2.17,7,5955
"Vistara","UK-835","Delhi","Evening","one","Night","Mumbai","Economy",26.67,3,14565
"Vistara","UK-951","Delhi","Afternoon","one","Night","Bangalore","Economy",8.5,46,4152
"AirAsia","I5-991","Kolkata","Evening","one","Late_Night","Mumbai","Economy",8.5,23,3987
"Indigo","6E-5236","Mumbai","Early_Morning","one","Morning","Chennai","Economy",5.58,12,8043
"Vistara","UK-802","Bangalore","Evening","one","Morning","Hyderabad","Business",14.83,21,56588
"Air_India","AI-541","Hyderabad","Evening","one","Evening","Bangalore","Business",24,10,56590
"Air_India","AI-804","Bangalore","Early_Morning","one","Night","Mumbai","Economy",15.08,27,6578
"Vistara","UK-950","Mumbai","Night","one","Morning","Hyderabad","Economy",11.75,23,3971
"AirAsia","I5-1569","Mumbai","Night","one","Morning","Hyderabad","Economy",11.42,37,2105
"Air_India","AI-610","Bangalore","Evening","one","Evening","Chennai","Economy",21.08,40,6586
"AirAsia","I5-767","Delhi","Morning","one","Evening","Bangalore","Economy",8.25,19,3090
"Indigo","6E-139","Kolkata","Early_Morning","zero","Morning","Mumbai","Economy",3.17,5,7959
"Vistara","UK-852","Mumbai","Afternoon","two_or_more","Night","Chennai","Economy",8.08,44,7904
"Vistara","UK-970","Mumbai","Morning","one","Evening","Kolkata","Economy",10.83,10,12557
"Vistara","UK-807","Delhi","Night","one","Morning","Mumbai","Business",11.58,10,53164
"Vistara","UK-838","Chennai","Night","one","Morning","Bangalore","Economy",13.75,25,6437
"Air_India","AI-721","Kolkata","Afternoon","one","Evening","Delhi","Economy",26.58,29,6375
"Air_India","AI-503","Bangalore","Evening","one","Morning","Hyderabad","Business",18.08,43,56476
"Indigo","6E-5382","Mumbai","Evening","one","Night","Delhi","Economy",4.25,1,9377
"Vistara","UK-995","Delhi","Morning","one","Night","Chennai","Business",12.75,20,57992
"Air_India","AI-543","Hyderabad","Morning","one","Late_Night","Bangalore","Economy",12.83,15,15793
"SpiceJet","SG-8264","Kolkata","Night","one","Morning","Mumbai","Economy",10.75,16,5339
"Air_India","AI-765","Kolkata","Evening","one","Evening","Delhi","Economy",24.92,23,8489
"Vistara","UK-985","Delhi","Evening","one","Afternoon","Hyderabad","Economy",16.42,7,9840
"Air_India","AI-888","Mumbai","Evening","one","Evening","Chennai","Economy",24,9,9201
"Air_India","AI-526","Kolkata","Evening","one","Afternoon","Bangalore","Business",19.33,43,31902
"SpiceJet","SG-3839","Kolkata","Evening","one","Afternoon","Mumbai","Economy",19.25,21,5715
"Air_India","AI-763","Kolkata","Early_Morning","one","Night","Mumbai","Business",15.17,17,50271
"Air_India","AI-838","Hyderabad","Afternoon","one","Afternoon","Chennai","Business",23.67,4,51595
"Air_India","AI-440","Chennai","Early_Morning","one","Evening","Mumbai","Business",13.83,6,49553
"Indigo","6E-345","Kolkata","Morning","zero","Afternoon","Bangalore","Economy",2.83,8,6593
"Vistara","UK-776","Kolkata","Evening","one","Morning","Delhi","Economy",15,43,6461
"AirAsia","I5-942","Mumbai","Afternoon","one","Late_Night","Delhi","Economy",12.25,34,2336
"Vistara","UK-865","Mumbai","Evening","one","Morning","Hyderabad","Economy",13.92,19,3334
"Air_India","AI-729","Kolkata","Morning","two_or_more","Night","Chennai","Business",13.75,36,70220
"Vistara","UK-673","Delhi","Afternoon","two_or_more","Morning","Chennai","Economy",19.5,34,8282
"Indigo","6E-887","Hyderabad","Early_Morning","zero","Early_Morning","Bangalore","Economy",1.17,46,1776
"Vistara","UK-852","Bangalore","Morning","one","Night","Hyderabad","Economy",11.42,36,5322
"GO_FIRST","G8-790","Bangalore","Afternoon","one","Night","Mumbai","Economy",6.33,13,5177
"Vistara","UK-832","Chennai","Early_Morning","one","Afternoon","Mumbai","Business",7.08,6,56273
"Vistara","UK-834","Chennai","Evening","one","Morning","Kolkata","Economy",16.17,48,5660
"GO_FIRST","G8-327","Mumbai","Early_Morning","zero","Morning","Delhi","Economy",2.17,31,2748
"Air_India","AI-803","Delhi","Early_Morning","one","Evening","Hyderabad","Economy",13.58,8,11310
"Vistara","UK-705","Delhi","Early_Morning","zero","Morning","Kolkata","Business",2.08,30,38056
"Vistara","UK-776","Kolkata","Evening","one","Evening","Chennai","Business",26.33,13,55502
"Air_India","AI-402","Kolkata","Morning","one","Night","Hyderabad","Business",11.17,44,67441
"Air_India","AI-440","Chennai","Early_Morning","one","Night","Mumbai","Economy",16,34,5092
"Vistara","UK-873","Mumbai","Early_Morning","zero","Early_Morning","Hyderabad","Economy",1.5,37,3450
"Vistara","UK-951","Delhi","Afternoon","one","Night","Bangalore","Business",8.5,29,42457
"Indigo","6E-751","Kolkata","Afternoon","one","Evening","Delhi","Economy",6.33,43,2994
"Vistara","UK-801","Delhi","Morning","zero","Morning","Bangalore","Business",2.75,8,32859
"Indigo","6E-6178","Bangalore","Night","one","Early_Morning","Kolkata","Economy",6.33,49,3393
"Vistara","UK-858","Bangalore","Early_Morning","one","Evening","Kolkata","Economy",10.25,2,19774
"Vistara","UK-720","Kolkata","Early_Morning","one","Morning","Hyderabad","Business",26.5,11,52175
"Air_India","AI-763","Kolkata","Early_Morning","one","Night","Hyderabad","Business",16.58,6,52063
"AirAsia","I5-620","Mumbai","Early_Morning","one","Evening","Delhi","Economy",14.58,39,9922
"Vistara","UK-963","Delhi","Morning","one","Evening","Kolkata","Economy",11.08,44,7221
"AirAsia","I5-510","Hyderabad","Early_Morning","one","Evening","Bangalore","Economy",9.67,9,3197
"Vistara","UK-657","Bangalore","Morning","one","Evening","Delhi","Business",5,19,45097
"GO_FIRST","G8-7545","Mumbai","Afternoon","one","Night","Kolkata","Economy",9.83,42,4961
"Air_India","AI-9894","Chennai","Morning","one","Morning","Mumbai","Economy",26.75,45,5950
"Vistara","UK-659","Hyderabad","Morning","one","Evening","Delhi","Economy",8.83,12,10648
"Indigo","6E-6242","Hyderabad","Early_Morning","one","Afternoon","Kolkata","Economy",7.92,42,3223
"Vistara","UK-958","Mumbai","Afternoon","one","Night","Chennai","Economy",10.33,11,11129
"Indigo","6E-269","Chennai","Morning","one","Evening","Mumbai","Economy",9.33,14,9400
"SpiceJet","SG-366","Kolkata","Evening","zero","Night","Mumbai","Economy",2.75,45,4499
"AirAsia","I5-749","Bangalore","Night","one","Early_Morning","Mumbai","Economy",8.17,22,2203
"Indigo","6E-2769","Delhi","Morning","one","Afternoon","Bangalore","Economy",6.25,5,10523
"Indigo","6E-6491","Bangalore","Afternoon","zero","Afternoon","Hyderabad","Economy",1.17,22,1714
"Vistara","UK-851","Mumbai","Early_Morning","two_or_more","Evening","Chennai","Business",9.33,32,80626
"AirAsia","I5-620","Mumbai","Early_Morning","one","Morning","Delhi","Economy",6.17,39,7251
"Air_India","AI-429","Delhi","Morning","one","Afternoon","Kolkata","Business",28.08,36,47545
"Indigo","6E-5041","Delhi","Evening","zero","Night","Mumbai","Economy",2.17,13,6585
"Air_India","AI-763","Kolkata","Early_Morning","one","Evening","Chennai","Economy",12,10,13524
"GO_FIRST","G8-423","Delhi","Early_Morning","zero","Morning","Hyderabad","Economy",2.17,27,2098
"Indigo","6E-5308","Mumbai","Afternoon","one","Night","Kolkata","Economy",6.75,30,7286
"Indigo","6E-581","Chennai","Morning","one","Evening","Kolkata","Economy",5.92,45,4079
