자전거ID,대여일시,대여소번호,대여소명,이용시간,이용거리
SPB-35070,2022-06-01 16:34,345,서울보증보험본사 앞,29,3668.89
SPB-49070,2022-06-01 16:34,347,동대문역사문화공원역 9번출구 앞,41,990
SPB-84008,2022-06-01 16:35,334,종로3가역 2번출구 뒤,12,780
SPB-84422,2022-06-01 16:35,342,대학로 마로니에공원,4,450
SPB-57064,2022-06-01 16:35,400,상암한화오벨리스크 1차 앞,20,2090
SPB-56479,2022-06-01 16:35,400,상암한화오벨리스크 1차 앞,20,2040
SPB-40431,2022-06-01 16:35,461,서울지방경찰청,10,919.09
SPB-48763,2022-06-01 16:35,474,동대문역사문화공원역 1번출구 뒤편,13,1100
SPB-51055,2022-06-01 16:35,347,동대문역사문화공원역 9번출구 앞,14,2705.23
SPB-51638,2022-06-01 16:36,334,종로3가역 2번출구 뒤,97,2570
SPB-35106,2022-06-01 16:36,455,종로6가역 버스정류장(동대문 방향),44,3418.5
SPB-35417,2022-06-01 16:36,586,마장동 주민센터,17,3212.7
SPB-57731,2022-06-01 16:36,405,DMC빌 앞,7,880
SPB-35267,2022-06-01 16:36,481,신당역 10번 출구,23,1279.71
SPB-49454,2022-06-01 16:37,302,경복궁역 4번출구 뒤,6,840
SPB-50083,2022-06-01 16:37,324,신세계백화점 본점 앞,78,2758.83
SPB-62980,2022-06-01 16:37,401,상암월드컵파크 10단지 앞,22,3450
SPB-35378,2022-06-01 16:37,641,용두역 4번출구,30,3470.32
SPB-31517,2022-06-01 16:37,641,용두역 4번출구,30,3363.31
SPB-49143,2022-06-01 16:37,489,구룡근린공원,3,450
SPB-55417,2022-06-01 16:39,397,종묘공영주차장 건너편,26,2610
SPB-84831,2022-06-01 16:39,672,대광고등학교,4,560
SPB-63315,2022-06-01 16:39,302,경복궁역 4번출구 뒤,9,930
SPB-52793,2022-06-01 16:39,113,홍대입구역 2번출구 앞,8,933.08
SPB-33445,2022-06-01 16:39,493,홍대입구역 6번출구,25,1510.55
SPB-42512,2022-06-01 16:40,331,을지로2가 사거리 북측,24,2624.89
SPB-48239,2022-06-01 16:40,985,은평세무서 버스정류장(은평구청 방면),42,4410
SPB-41480,2022-06-01 16:40,186,월드컵공원,95,3635.77
SPB-84241,2022-06-01 16:40,605,신설동역8번출구,10,1440
SPB-58038,2022-06-01 16:40,402,상암월드컵파크 9단지 앞,5,760
SPB-36882,2022-06-01 16:41,450,효자동 삼거리,14,1924.47
SPB-35315,2022-06-01 16:41,480,약수역 6번 출구,6,1417.79
SPB-53785,2022-06-01 16:41,363,신설동역 11번출구 뒤,13,2801.08
SPB-57705,2022-06-01 16:41,985,은평세무서 버스정류장(은평구청 방면),41,5830
SPB-56044,2022-06-01 16:41,362,청계8가 사거리,113,7100
SPB-50281,2022-06-01 16:41,154,마포구청역,59,6221.46
SPB-30400,2022-06-01 16:42,314,국립현대미술관,8,946.78
SPB-54457,2022-06-01 16:42,450,효자동 삼거리,12,1787.6
SPB-56531,2022-06-01 16:42,403,부엉이공원 앞,6,1450
SPB-56092,2022-06-01 16:42,402,상암월드컵파크 9단지 앞,52,1910
SPB-51608,2022-06-01 16:42,362,청계8가 사거리,113,2020
SPB-48693,2022-06-01 16:42,587,유니베라 앞,44,3080
SPB-50771,2022-06-01 16:43,314,국립현대미술관,8,992.19
SPB-56136,2022-06-01 16:43,464,삼청동 골목,11,1570
SPB-51518,2022-06-01 16:43,361,동묘앞역 1번출구 뒤,18,2440
SPB-60413,2022-06-01 16:43,361,동묘앞역 1번출구 뒤,18,2400
SPB-46859,2022-06-01 16:43,984,상신초등학교앞 버스정류장,39,4455.84
SPB-62809,2022-06-01 16:43,125,서강대 남문 옆,1,180
SPB-39336,2022-06-01 16:44,474,동대문역사문화공원역 1번출구 뒤편,35,1304.95
SPB-61258,2022-06-01 16:44,488,푸르메병원,78,6500
SPB-51109,2022-06-01 16:44,972,수색역,2,0
SPB-39119,2022-06-01 16:44,475,DDP 패션몰,91,318.51
SPB-53316,2022-06-01 16:45,308,광화문 S타워 앞,85,891.19
SPB-43908,2022-06-01 16:45,199,서울 월드컵 경기장,12,1923.01
SPB-32466,2022-06-01 16:45,186,월드컵공원,7,341.23
SPB-49454,2022-06-01 16:46,305,종로구청 옆,34,2610
SPB-55053,2022-06-01 16:46,905,구파발역 2번출구,43,9074.71
SPB-47064,2022-06-01 16:46,186,월드컵공원,91,3930
SPB-37175,2022-06-01 16:46,361,동묘앞역 1번출구 뒤,5,630.13
SPB-62332,2022-06-01 16:46,458,광화문역 5번출구,6,840
SPB-34252,2022-06-01 16:46,439,마포어린이공원,52,9365.29
SPB-46453,2022-06-01 16:46,346,맥스타일 앞,9,1150
SPB-40357,2022-06-01 16:47,305,종로구청 옆,32,2433.37
SPB-49253,2022-06-01 16:47,668,서울축산농협(장안지점),43,5770
SPB-60035,2022-06-01 16:47,458,광화문역 5번출구,6,740
SPB-60784,2022-06-01 16:47,613,신설동역 10번출구 앞,10,360
SPB-47230,2022-06-01 16:47,474,동대문역사문화공원역 1번출구 뒤편,58,390
SPB-48041,2022-06-01 16:47,301,경복궁역 7번출구 앞,16,2520
SPB-59051,2022-06-01 16:47,194,증산교 앞,49,7700
SPB-50851,2022-06-01 16:48,370,시청역(2호선) 9번출구 뒤,8,730
SPB-49220,2022-06-01 16:48,913,이마트 버스정류장(서부경찰서 방면),68,14710
SPB-30771,2022-06-01 16:48,408,LG CNS앞,5,956.63
SPB-56863,2022-06-01 16:48,963,대호프라자아파트,44,6440
SPB-62943,2022-06-01 16:48,318,광교사거리 남측,7,1120
SPB-59791,2022-06-01 16:48,389,을지로4가역 1번출구,12,870
SPB-55385,2022-06-01 16:48,475,DDP 패션몰,6,792.5
SPB-32053,2022-06-01 16:48,456,숭인2동 주민센터 입구,7,994.39
SPB-33125,2022-06-01 16:48,157,애오개역 4번출구 앞,8,1572.15
SPB-55038,2022-06-01 16:49,329,청계2가 사거리 옆,83,1930
SPB-52220,2022-06-01 16:49,457,종로꽃시장 입구 옆,59,1345.22
SPB-51067,2022-06-01 16:49,568,청계8가사거리 부근,9,1090
SPB-49143,2022-06-01 16:49,490,가온문화공원,6,760
SPB-46161,2022-06-01 16:49,403,부엉이공원 앞,33,1620
SPB-31399,2022-06-01 16:49,186,월드컵공원,91,5997.9
SPB-40832,2022-06-01 16:49,389,을지로4가역 1번출구,11,816.31
SPB-59554,2022-06-01 16:50,395,경희궁 자이 2단지,35,3980
SPB-58193,2022-06-01 16:50,395,경희궁 자이 2단지,58,3902.74
SPB-60006,2022-06-01 16:50,464,삼청동 골목,46,4650
SPB-41056,2022-06-01 16:50,353,재동초교 앞 삼거리,14,1059.55
SPB-84633,2022-06-01 16:50,671,대광빌딩,3,550
SPB-56691,2022-06-01 16:50,668,서울축산농협(장안지점),41,6110
SPB-56531,2022-06-01 16:50,414,상암동주민센터 옆,18,1230
SPB-82837,2022-06-01 16:50,414,상암동주민센터 옆,19,1420
SPB-32221,2022-06-01 16:50,417,DMC역 2번출구 옆,11,1333.44
SPB-42658,2022-06-01 16:51,338,세운스퀘어 앞,11,1268.66
SPB-53801,2022-06-01 16:51,464,삼청동 골목,45,4530
SPB-50190,2022-06-01 16:51,349,사직동주민센터,6,816.7
SPB-36192,2022-06-01 16:51,488,푸르메병원,82,5068.79
SPB-51973,2022-06-01 16:51,293,충북 미래관,33,4440.54
SPB-35611,2022-06-01 16:52,338,세운스퀘어 앞,11,1335.19
SPB-34025,2022-06-01 16:52,372,약수역 3번출구 뒤,17,3191.82
SPB-52760,2022-06-01 16:52,497,합정동주민센터 앞,14,1879.53
SPB-54272,2022-06-01 16:52,314,국립현대미술관,18,2060
SPB-35754,2022-06-01 16:52,324,신세계백화점 본점 앞,10,1086.62
SPB-40356,2022-06-01 16:53,648,장안동위더스빌옆,20,4067.51
SPB-37972,2022-06-01 16:53,199,서울 월드컵 경기장,20,3176.73
SPB-56641,2022-06-01 16:53,907,CJ 드림시티,23,3560
SPB-35160,2022-06-01 16:53,186,월드컵공원,89,2239.51
SPB-63260,2022-06-01 16:54,331,을지로2가 사거리 북측,28,3030
SPB-31388,2022-06-01 16:54,199,서울 월드컵 경기장,19,3110.82
SPB-59904,2022-06-01 16:54,870,노들섬 서측 앞,24,3610
SPB-51351,2022-06-01 16:54,124,서강대 정문 건너편,6,1080
SPB-53397,2022-06-01 16:54,439,마포어린이공원,19,2390
SPB-50116,2022-06-01 16:55,359,원남동사거리,19,1939.35
SPB-55564,2022-06-01 16:55,395,경희궁 자이 2단지,20,2610
SPB-48557,2022-06-01 16:55,668,서울축산농협(장안지점),36,5650
SPB-48392,2022-06-01 16:55,660,동의보감타워,24,2950
SPB-31472,2022-06-01 16:55,905,구파발역 2번출구,95,20885.27
SPB-48045,2022-06-01 16:55,905,구파발역 2번출구,95,19620
SPB-37135,2022-06-01 16:55,870,노들섬 서측 앞,23,3230.59
SPB-47987,2022-06-01 16:55,803,한남초교 앞 보도육교,52,3460
SPB-42755,2022-06-01 16:56,314,국립현대미술관,6,903.56
SPB-56427,2022-06-01 16:56,144,공덕역 8번출구,6,680
SPB-39036,2022-06-01 16:57,464,삼청동 골목,7,1388.62
SPB-33512,2022-06-01 16:57,130,신촌역(2호선) 7번출구 앞,38,6214.48
SPB-42071,2022-06-01 16:57,186,월드컵공원,5,809.06
SPB-52989,2022-06-01 16:57,363,신설동역 11번출구 뒤,2,280
SPB-30388,2022-06-01 16:58,385,종각역 5번출구,21,2813.38
SPB-55102,2022-06-01 16:58,491,월드컵파크 4단지,49,1320
SPB-35583,2022-06-01 16:59,383,신당역 12번 출구 뒤,49,1857.23
SPB-30780,2022-06-01 16:59,417,DMC역 2번출구 옆,42,5037.43
SPB-62736,2022-06-01 16:59,417,DMC역 2번출구 옆,42,5136.66
SPB-59694,2022-06-01 16:59,491,월드컵파크 4단지,49,1300
SPB-47024,2022-06-01 17:00,314,국립현대미술관,46,2290
SPB-37178,2022-06-01 17:00,458,광화문역 5번출구,11,1228.51
SPB-61855,2022-06-01 17:00,407,마포구 육아종합지원센터,12,2010
SPB-83780,2022-06-01 17:01,133,해담는다리,19,3580
SPB-48538,2022-06-01 17:01,498,연남동주민센터 앞,8,450
SPB-55393,2022-06-01 17:02,351,청운초교 앞 삼거리,15,2100
SPB-53732,2022-06-01 17:02,415,DMC역 9번출구 앞,10,2040
SPB-36664,2022-06-01 17:02,393,동대문역 8번 출구,3,283.88
SPB-84289,2022-06-01 17:02,406,상암월드컵파크 7단지 앞,12,920
SPB-34578,2022-06-01 17:02,399,서울역 센트럴 자이아파트,15,2162.27
SPB-43003,2022-06-01 17:03,308,광화문 S타워 앞,2,230.02
SPB-31604,2022-06-01 17:03,367,독립문역 3-1번출구,31,2431.27
SPB-61960,2022-06-01 17:03,368,SK 서린빌딩 앞,11,1520
SPB-55121,2022-06-01 17:03,125,서강대 남문 옆,20,1240
SPB-53509,2022-06-01 17:03,125,서강대 남문 옆,20,1210
SPB-31033,2022-06-01 17:03,457,종로꽃시장 입구 옆,7,1154.1
SPB-35754,2022-06-01 17:04,458,광화문역 5번출구,12,1243.39
SPB-33236,2022-06-01 17:04,458,광화문역 5번출구,11,1145.54
SPB-40435,2022-06-01 17:04,321,KEB 하나금융그룹 명동사옥 옆,17,1357.24
SPB-36263,2022-06-01 17:04,321,KEB 하나금융그룹 명동사옥 옆,18,1134.85
SPB-35611,2022-06-01 17:04,338,세운스퀘어 앞,37,3476.58
SPB-38333,2022-06-01 17:04,474,동대문역사문화공원역 1번출구 뒤편,31,2126.65
SPB-32025,2022-06-01 17:04,103,망원역 2번출구 앞,44,5922.13
SPB-58035,2022-06-01 17:04,128,신촌역(2호선) 1번출구 옆,7,975.89
SPB-56543,2022-06-01 17:04,452,동대문 종합시장 버스정류장,114,420
SPB-50229,2022-06-01 17:04,659,제기역1번출구,11,1290
SPB-55687,2022-06-01 17:04,568,청계8가사거리 부근,41,4427.26
SPB-59593,2022-06-01 17:05,461,서울지방경찰청,6,790
SPB-54649,2022-06-01 17:05,305,종로구청 옆,31,1390
SPB-55848,2022-06-01 17:05,826,서울역 서부교차로2,20,2240
SPB-46520,2022-06-01 17:05,568,청계8가사거리 부근,111,1460
SPB-56479,2022-06-01 17:05,414,상암동주민센터 옆,12,710
SPB-57064,2022-06-01 17:05,414,상암동주민센터 옆,12,690
SPB-39733,2022-06-01 17:05,103,망원역 2번출구 앞,42,5880.72
SPB-36301,2022-06-01 17:05,380,CJ제일제당 앞,4,969.55
SPB-51067,2022-06-01 17:05,383,신당역 12번 출구 뒤,28,2860
SPB-35070,2022-06-01 17:06,451,청와대앞길,25,2330.77
SPB-51998,2022-06-01 17:06,476,광희문,1,0
SPB-40079,2022-06-01 17:06,393,동대문역 8번 출구,52,2305.58
SPB-50183,2022-06-01 17:06,529,장한평역 8번 출구 앞,56,11668.68
SPB-40542,2022-06-01 17:06,474,동대문역사문화공원역 1번출구 뒤편,5,957.4
SPB-80966,2022-06-01 17:06,474,동대문역사문화공원역 1번출구 뒤편,6,970
SPB-38676,2022-06-01 17:06,411,DMC홍보관,5,603.35
SPB-61272,2022-06-01 17:06,906,연신내역 5번출구,58,19774.11
SPB-35642,2022-06-01 17:06,427,성산시영아파트,10,621.05
SPB-54383,2022-06-01 17:07,451,청와대앞길,11,970
SPB-35417,2022-06-01 17:07,383,신당역 12번 출구 뒤,22,3195.52
SPB-43003,2022-06-01 17:07,303,광화문역 1번출구 앞,26,4128.46
SPB-35826,2022-06-01 17:07,199,서울 월드컵 경기장,21,2708.63
SPB-51790,2022-06-01 17:07,302,경복궁역 4번출구 뒤,15,1811.2
SPB-48836,2022-06-01 17:07,302,경복궁역 4번출구 뒤,15,1750
SPB-53994,2022-06-01 17:07,593,자양중앙나들목,75,14600
SPB-39544,2022-06-01 17:07,427,성산시영아파트,35,3101.05
SPB-58748,2022-06-01 17:08,456,숭인2동 주민센터 입구,37,930
SPB-83838,2022-06-01 17:08,588,뚝섬 유원지역,111,18280
SPB-44776,2022-06-01 17:08,451,청와대앞길,10,971.44
SPB-56225,2022-06-01 17:08,451,청와대앞길,10,1000
SPB-46253,2022-06-01 17:08,383,신당역 12번 출구 뒤,21,3280
SPB-84227,2022-06-01 17:08,975,백련산 힐스테이트상가앞,52,7010
SPB-83489,2022-06-01 17:08,186,월드컵공원,54,3500
SPB-33303,2022-06-01 17:08,906,연신내역 5번출구,55,9647.32
SPB-53783,2022-06-01 17:08,104,합정역 1번출구 앞,15,2354.2
SPB-80329,2022-06-01 17:09,341,혜화역 3번출구 뒤,3,600
SPB-40986,2022-06-01 17:09,329,청계2가 사거리 옆,24,1430.09
SPB-44423,2022-06-01 17:09,329,청계2가 사거리 옆,25,1171.95
SPB-84520,2022-06-01 17:09,406,상암월드컵파크 7단지 앞,80,307.95
SPB-48058,2022-06-01 17:09,834,효창공원앞역 3번출구 뒤,46,2600
SPB-41462,2022-06-01 17:09,834,효창공원앞역 3번출구 뒤,47,2913.79
SPB-53974,2022-06-01 17:09,199,서울 월드컵 경기장,60,11527.61
SPB-57188,2022-06-01 17:09,818,숙명여대 입구 교차로,38,4890
SPB-48560,2022-06-01 17:09,116,일진아이윌아파트 옆,4,580
SPB-33241,2022-06-01 17:10,451,청와대앞길,16,2837.23
SPB-55156,2022-06-01 17:10,588,뚝섬 유원지역,108,14420.05
SPB-59155,2022-06-01 17:10,353,재동초교 앞 삼거리,22,2960
SPB-30587,2022-06-01 17:10,336,티마크 호텔 앞,65,5037.87
SPB-56707,2022-06-01 17:10,385,종각역 5번출구,20,3170
SPB-58487,2022-06-01 17:10,186,월드컵공원,52,2780
SPB-31083,2022-06-01 17:11,451,청와대앞길,16,3036.31
SPB-30604,2022-06-01 17:11,588,뚝섬 유원지역,107,15144.24
SPB-52438,2022-06-01 17:11,431,청계천 영도교,5,690
SPB-62980,2022-06-01 17:11,400,상암한화오벨리스크 1차 앞,2,360
SPB-38313,2022-06-01 17:11,146,마포역 2번출구 뒤,3,554.04
SPB-51257,2022-06-01 17:11,498,연남동주민센터 앞,23,2360
SPB-50656,2022-06-01 17:12,395,경희궁 자이 2단지,34,3942.74
SPB-63259,2022-06-01 17:12,455,종로6가역 버스정류장(동대문 방향),58,1040
SPB-59785,2022-06-01 17:12,802,한강진역 2번 출구 앞,18,1930
SPB-31244,2022-06-01 17:12,410,상암중학교 옆,10,833.38
SPB-63471,2022-06-01 17:12,410,상암중학교 옆,10,1520
SPB-53345,2022-06-01 17:12,610,동대문중 교차로,25,3360
SPB-56771,2022-06-01 17:12,125,서강대 남문 옆,14,1220
SPB-31121,2022-06-01 17:13,364,창신역 1번출구 앞,107,2049.02
SPB-81403,2022-06-01 17:13,143,공덕역 2번출구,6,1020
SPB-58850,2022-06-01 17:14,314,국립현대미술관,5,45.18
SPB-40542,2022-06-01 17:14,383,신당역 12번 출구 뒤,9,660.95
SPB-51872,2022-06-01 17:14,403,부엉이공원 앞,9,1300
SPB-52289,2022-06-01 17:14,425,DMC첨단산업센터,38,2410
SPB-44801,2022-06-01 17:14,125,서강대 남문 옆,12,1216.08
SPB-33767,2022-06-01 17:15,314,국립현대미술관,11,1063.5
SPB-36664,2022-06-01 17:15,475,DDP 패션몰,2,605.63
SPB-55527,2022-06-01 17:15,201,진미파라곤 앞,44,9110
SPB-54818,2022-06-01 17:15,130,신촌역(2호선) 7번출구 앞,7,880
SPB-82189,2022-06-01 17:15,125,서강대 남문 옆,21,1270
SPB-58539,2022-06-01 17:16,502,뚝섬유원지역 1번출구 앞,71,6880
SPB-58828,2022-06-01 17:16,502,뚝섬유원지역 1번출구 앞,72,7122.95
SPB-43780,2022-06-01 17:16,336,티마크 호텔 앞,59,439.52
SPB-58235,2022-06-01 17:17,339,종로4가 사거리,1,90
SPB-32272,2022-06-01 17:17,410,상암중학교 옆,76,9259.74
SPB-54075,2022-06-01 17:18,450,효자동 삼거리,4,873.85
SPB-44011,2022-06-01 17:18,308,광화문 S타워 앞,24,2747.93
SPB-55553,2022-06-01 17:18,458,광화문역 5번출구,24,2380
SPB-47933,2022-06-01 17:18,948,디지털미디어 시티역 4번출구(DMC역),9,1450
SPB-34814,2022-06-01 17:18,492,성산시영아파트 후문,10,571.23
SPB-51428,2022-06-01 17:18,446,상명대입구,32,1550
SPB-43908,2022-06-01 17:18,407,마포구 육아종합지원센터,2,384.63
SPB-63315,2022-06-01 17:19,458,광화문역 5번출구,33,1450
SPB-59974,2022-06-01 17:19,146,마포역 2번출구 뒤,26,4200
SPB-54621,2022-06-01 17:19,416,상암월드컵파크 1단지 교차로,3,430
SPB-43501,2022-06-01 17:19,400,상암한화오벨리스크 1차 앞,24,3935.99
SPB-35224,2022-06-01 17:19,400,상암한화오벨리스크 1차 앞,24,4016.32
SPB-55856,2022-06-01 17:19,370,시청역(2호선) 9번출구 뒤,33,969.04
SPB-45161,2022-06-01 17:20,450,효자동 삼거리,20,2590
SPB-32191,2022-06-01 17:21,659,제기역1번출구,10,769.3
SPB-51720,2022-06-01 17:21,374,청구역 2번출구 앞,113,4060
SPB-36793,2022-06-01 17:21,320,을지로입구역 4번출구 앞,29,2535.74
SPB-48906,2022-06-01 17:21,344,성균관대 E하우스 앞,2,480
SPB-41667,2022-06-01 17:21,450,효자동 삼거리,20,2587.65
SPB-82456,2022-06-01 17:21,102,망원역 1번출구 앞,14,1690
SPB-41507,2022-06-01 17:22,316,종각역 1번출구 앞,13,831.93
SPB-31039,2022-06-01 17:22,361,동묘앞역 1번출구 뒤,46,3151.04
SPB-43169,2022-06-01 17:22,400,상암한화오벨리스크 1차 앞,16,2071.66
SPB-54553,2022-06-01 17:22,384,종로학원본원,3,410
SPB-59433,2022-06-01 17:22,126,서강대 후문 옆,60,1730
SPB-38033,2022-06-01 17:23,453,종로오가 지하쇼핑센터 14번출구,1,352.53
SPB-58410,2022-06-01 17:23,477,앰배서더 호텔 주변,19,2010
SPB-40933,2022-06-01 17:23,400,상암한화오벨리스크 1차 앞,5,603.48
SPB-46358,2022-06-01 17:23,114,홍대입구역 8번출구 앞,13,980
SPB-48061,2022-06-01 17:24,634,외국어대 정문 앞,74,11330
SPB-80299,2022-06-01 17:24,157,애오개역 4번출구 앞,2,530
SPB-50378,2022-06-01 17:24,480,약수역 6번 출구,7,1287.39
SPB-30742,2022-06-01 17:24,141,연대 대운동장 옆,30,1972.36
SPB-53664,2022-06-01 17:24,141,연대 대운동장 옆,30,3180
SPB-57619,2022-06-01 17:24,114,홍대입구역 8번출구 앞,13,1010
SPB-63087,2022-06-01 17:25,314,국립현대미술관,9,310
SPB-46339,2022-06-01 17:25,374,청구역 2번출구 앞,33,3404.63
SPB-56088,2022-06-01 17:25,414,상암동주민센터 옆,20,1910
SPB-32811,2022-06-01 17:25,385,종각역 5번출구,4,526.56
SPB-35096,2022-06-01 17:25,853,용산역 맞은편,44,5001.25
SPB-55596,2022-06-01 17:26,405,DMC빌 앞,19,1311.86
SPB-55848,2022-06-01 17:27,348,독립문역 사거리,50,3410
SPB-36263,2022-06-01 17:27,328,탑골공원 앞,33,1142.49
SPB-48259,2022-06-01 17:27,405,DMC빌 앞,3,408.13
SPB-35684,2022-06-01 17:27,147,마포역 4번출구 뒤,39,7870.8
SPB-57138,2022-06-01 17:27,210,IFC몰,30,7410
SPB-59458,2022-06-01 17:27,465,삼청공원 앞,9,390
SPB-83684,2022-06-01 17:27,474,동대문역사문화공원역 1번출구 뒤편,5,650
SPB-31033,2022-06-01 17:27,481,신당역 10번 출구,27,1976.29
SPB-49495,2022-06-01 17:28,464,삼청동 골목,37,4100
SPB-38996,2022-06-01 17:28,464,삼청동 골목,37,3914.57
SPB-61560,2022-06-01 17:28,948,디지털미디어 시티역 4번출구(DMC역),17,1140
SPB-41242,2022-06-01 17:28,147,마포역 4번출구 뒤,34,5830.26
SPB-47604,2022-06-01 17:29,489,구룡근린공원,27,3252.97
SPB-63111,2022-06-01 17:29,412,DMC산학협력연구센터 앞,5,820
SPB-52534,2022-06-01 17:29,183,하늘채코오롱아파트 건너편,34,3290.43
SPB-52694,2022-06-01 17:29,102,망원역 1번출구 앞,36,7146.29
SPB-82068,2022-06-01 17:30,359,원남동사거리,17,2660
SPB-49197,2022-06-01 17:30,345,서울보증보험본사 앞,19,2070
SPB-56775,2022-06-01 17:30,154,마포구청역,31,2801.71
SPB-40435,2022-06-01 17:31,328,탑골공원 앞,12,1752.1
SPB-45446,2022-06-01 17:31,488,푸르메병원,9,1540
SPB-51583,2022-06-01 17:31,411,DMC홍보관,4,941
SPB-53875,2022-06-01 17:31,912,응암오거리,20,2864.81
SPB-81976,2022-06-01 17:32,338,세운스퀘어 앞,31,2130
SPB-54621,2022-06-01 17:32,414,상암동주민센터 옆,31,1270
SPB-52238,2022-06-01 17:33,146,마포역 2번출구 뒤,50,7736.66
SPB-37423,2022-06-01 17:33,314,국립현대미술관,17,2239.25
SPB-38719,2022-06-01 17:33,314,국립현대미술관,17,2174.05
SPB-56225,2022-06-01 17:33,369,광화문 시민열린마당,4,300
SPB-42457,2022-06-01 17:33,476,광희문,6,640.04
SPB-61546,2022-06-01 17:33,476,광희문,6,700
SPB-48259,2022-06-01 17:33,407,마포구 육아종합지원센터,13,1045.49
SPB-59301,2022-06-01 17:33,401,상암월드컵파크 10단지 앞,11,1680
SPB-51872,2022-06-01 17:33,414,상암동주민센터 옆,20,1240
SPB-44501,2022-06-01 17:33,461,서울지방경찰청,6,567.54
SPB-47081,2022-06-01 17:33,461,서울지방경찰청,6,680
SPB-40431,2022-06-01 17:33,461,서울지방경찰청,38,3477.07
SPB-50378,2022-06-01 17:33,476,광희문,10,1052.05
SPB-41629,2022-06-01 17:33,492,성산시영아파트 후문,77,1359.54
SPB-47257,2022-06-01 17:34,488,푸르메병원,35,8121.45
SPB-48421,2022-06-01 17:34,440,하늘공원 입구,53,6930
SPB-33117,2022-06-01 17:34,440,하늘공원 입구,53,6744.36
SPB-46371,2022-06-01 17:35,451,청와대앞길,10,1240
SPB-54411,2022-06-01 17:35,451,청와대앞길,10,1319.16
SPB-48317,2022-06-01 17:35,222,시범아파트버스정류장 옆,45,6980
SPB-35853,2022-06-01 17:35,340,혜화동 로터리,37,5679.77
SPB-45533,2022-06-01 17:35,488,푸르메병원,8,680
SPB-52901,2022-06-01 17:35,113,홍대입구역 2번출구 앞,6,910
SPB-46405,2022-06-01 17:35,446,상명대입구,28,6500.24
SPB-61538,2022-06-01 17:36,451,청와대앞길,9,2080
SPB-62622,2022-06-01 17:36,451,청와대앞길,10,1280
SPB-42755,2022-06-01 17:36,302,경복궁역 4번출구 뒤,20,2252.53
SPB-59554,2022-06-01 17:36,305,종로구청 옆,11,1260
SPB-44082,2022-06-01 17:36,440,하늘공원 입구,15,2540.06
SPB-31884,2022-06-01 17:36,440,하늘공원 입구,16,2575.88
SPB-59151,2022-06-01 17:36,186,월드컵공원,44,3930
SPB-62932,2022-06-01 17:36,335,종로3가역 15번출구 앞,11,1200
SPB-50484,2022-06-01 17:36,807,서울역 12번 출구 앞,121,690
SPB-51827,2022-06-01 17:36,488,푸르메병원,8,736.77
SPB-54642,2022-06-01 17:37,450,효자동 삼거리,6,850
SPB-41722,2022-06-01 17:37,450,효자동 삼거리,6,795.19
SPB-47338,2022-06-01 17:37,451,청와대앞길,9,1250
SPB-58850,2022-06-01 17:37,314,국립현대미술관,14,1803.99
SPB-54512,2022-06-01 17:37,367,독립문역 3-1번출구,4,340
SPB-53469,2022-06-01 17:37,461,서울지방경찰청,10,1405
SPB-40850,2022-06-01 17:37,346,맥스타일 앞,46,3655.98
SPB-37906,2022-06-01 17:37,975,백련산 힐스테이트상가앞,25,3631.39
SPB-30388,2022-06-01 17:37,346,맥스타일 앞,6,981.81
SPB-33001,2022-06-01 17:38,677,청량리역 4번 5번출구 사이,21,2783.48
SPB-60413,2022-06-01 17:38,398,을지로3가역 3번출구,10,1590
SPB-49231,2022-06-01 17:38,398,을지로3가역 3번출구,9,1886.16
SPB-60123,2022-06-01 17:38,144,공덕역 8번출구,105,12770
SPB-61749,2022-06-01 17:38,568,청계8가사거리 부근,13,2730
SPB-55417,2022-06-01 17:38,302,경복궁역 4번출구 뒤,7,850
SPB-37202,2022-06-01 17:39,302,경복궁역 4번출구 뒤,55,3624.28
SPB-59168,2022-06-01 17:39,906,연신내역 5번출구,44,6390
SPB-62291,2022-06-01 17:39,146,마포역 2번출구 뒤,14,996.31
SPB-30841,2022-06-01 17:40,302,경복궁역 4번출구 뒤,54,3610.42
SPB-48289,2022-06-01 17:40,458,광화문역 5번출구,4,800
SPB-57206,2022-06-01 17:40,458,광화문역 5번출구,4,820
SPB-59904,2022-06-01 17:40,439,마포어린이공원,66,10950
SPB-51526,2022-06-01 17:40,175,홍연2교옆,24,3240
SPB-40059,2022-06-01 17:41,334,종로3가역 2번출구 뒤,21,2183.12
SPB-38735,2022-06-01 17:41,450,효자동 삼거리,20,2514.15
SPB-41957,2022-06-01 17:41,367,독립문역 3-1번출구,11,1584.77
SPB-81073,2022-06-01 17:41,183,하늘채코오롱아파트 건너편,3,660
SPB-41507,2022-06-01 17:42,303,광화문역 1번출구 앞,17,352.61
SPB-34383,2022-06-01 17:42,450,효자동 삼거리,19,2416.81
SPB-35703,2022-06-01 17:43,613,신설동역 10번출구 앞,15,1396.53
SPB-42200,2022-06-01 17:43,361,동묘앞역 1번출구 뒤,7,825.88
SPB-42386,2022-06-01 17:43,302,경복궁역 4번출구 뒤,19,1793.89
SPB-32809,2022-06-01 17:43,302,경복궁역 4번출구 뒤,13,1422.25
SPB-51990,2022-06-01 17:44,343,예일빌딩(율곡로) 앞,8,1540
SPB-61523,2022-06-01 17:44,302,경복궁역 4번출구 뒤,18,1915.61
SPB-58208,2022-06-01 17:45,194,증산교 앞,5,910
